,Unnamed: 0.1,Unnamed: 0,filename,segments,knn_segs,svm_segs,segs_4sec,new_seg_4sec
254,254,190436,vox_grn/Audio_MP3/66/66150/Hre Anoi 'Noh Bau Lem 029 Hunh 28 66150.mp3,1,5,6,2,2
255,255,190437,Programs/80/80635/A80635/From_CM/C80635A Region 00_00_21_760 to 00_00_41_130 (02 _ 03).wav,1,1,3,3,0
256,256,190438,Programs/65/65294/A65294/PM-1608/A65294-14 Pic 13 Borana Sakuye LLL8.WAV,1,8,8,8,8
257,257,190439,Programs/63/63652/A63652/PM-1502/A63652-038.wav,1,0,2,1,1
258,258,190440,Programs/35/35800/A35800/PM-0909/A35800-19.wav,1,8,18,17,11
259,259,190441,Programs/71/71280/A71280/From_CM/C71280A(18).wav,1,0,1,0,0
260,260,190442,Programs/71/71290/A71290/From_CM/C71290A(15).wav,1,1,1,0,0
261,261,190443,Programs/80/80637/A80637/From_CM/C80637A Region 00_15_20_064 to 00_15_34_535 (16 _ 17).wav,1,0,2,1,1
262,262,190444,Programs/38/38221/A38221/PM/A38221-31.wav,1,1,2,3,0
263,263,190445,Programs/38/38221/A38221/PM/A38221-30.wav,1,2,5,4,1
264,264,190446,Programs/38/38221/A38221/PM/A38221-29.wav,1,5,5,4,1
265,265,190447,Programs/64/64316/A64316/PM-1401/A64316-29.wav,1,9,9,9,6
266,266,190448,Programs/38/38221/A38221/PM/A38221-26.wav,1,2,4,3,1
267,267,190449,Programs/38/38221/A38221/PM/A38221-10.wav,1,1,3,2,0
268,268,190450,Programs/64/64316/A64316/PM-1401/A64316-41.wav,1,7,7,7,5
269,269,190451,Programs/74/74945/A74945/PM-1902/A74945-034.wav,1,2,8,2,0
270,270,190452,Programs/64/64316/A64316/PM-1401/A64316-30.wav,1,7,10,13,6
271,271,190453,Programs/19/19361/A19361/PM-0911/A19361-04.wav,1,0,0,0,0
272,272,190454,vox_grn/Audio_MP3/66/66147/Cham Vietnam Khao Onbon Siam Tamo 028 Hinh 27 66147.mp3,1,5,7,6,1
273,273,190455,Programs/81/81725/A81725/From_CM/C81725B Region 00_18_51_658 to 00_20_15_733 (06 _ 07).wav,1,5,2,1,0
274,274,190456,Programs/38/38221/A38221/PM/A38221-08.wav,1,2,4,0,1
275,275,190457,Programs/81/81725/A81725/From_CM/C81725B Region 00_06_11_136 to 00_07_24_543 (02 _ 03).wav,1,7,3,4,1
276,276,190458,Programs/74/74945/A74945/PM-1902/A74945-037.wav,1,1,3,0,0
277,277,190459,Programs/65/65290/A65290/PM-1608/A65290-004.wav,1,6,6,6,6
278,278,190460,Programs/65/65345/A65345/PM-1608/A65345-002.wav,1,35,52,47,27
279,279,190461,Programs/64/64275/A64275/PM-1003/A64275-019.wav,1,5,8,3,3
280,280,190462,Programs/65/65345/A65345/PM-1608/A65345-019.wav,1,18,17,14,11
